# RM1120200.012                                                                
# Embrapa_ 02/02/2011 00:00:28 02/02/2011 00:01:29 0100 -060.0 -002.9 -90 00 30.0 1013.0
# 0000600 0010 0000600 0010 05                                                 
# 1 0 1 04000 1 0960 7.50 00355.o 0 0 00 000 12 000600 0.500 BT0               
# 1 1 1 04000 1 0960 7.50 00355.o 0 0 00 000 00 000600 3.1746 BC0              
# 1 0 2 04000 1 0990 7.50 00387.o 0 0 00 000 12 000600 0.020 BT1               
# 1 1 2 04000 1 0990 7.50 00387.o 0 0 00 000 00 000600 3.1746 BC1              
# 1 1 2 04000 1 0990 7.50 00408.o 0 0 00 000 00 000600 3.1746 BC2              
  144	  1.6307	  0.2333	  2.0021	  0.0000	  0.0000
  145	  1.6268	  0.2000	  2.0015	  0.1000	  0.0000
  146	  1.6254	  0.2333	  1.9985	  0.0333	  0.0000
  147	  1.6250	  0.2333	  1.9998	  0.1667	  0.0000
  148	  1.6290	  0.3000	  1.9981	  0.2000	  0.0000
  149	  1.6239	  0.2000	  2.0005	  0.0333	  0.0000
  150	  1.6252	  0.2667	  1.9999	  0.0333	  0.0000
  151	  1.6284	  0.2000	  1.9976	  0.1000	  0.0000
  152	  1.6195	  0.2333	  1.9973	  0.2000	  0.0000
  153	  1.6268	  0.4667	  1.9992	  0.1667	  0.0000
  154	  1.6266	  0.4333	  1.9986	  0.1667	  0.0000
  155	  1.6150	  0.3667	  1.9992	  0.0667	  0.0000
  156	  1.6237	  0.3333	  1.9991	  0.0000	  0.0000
  157	  1.6256	  0.2333	  2.0008	  0.0667	  0.0000
  158	  1.6158	  0.3000	  2.0000	  0.1000	  0.0000
  159	  1.6217	  0.1000	  1.9989	  0.0000	  0.0000
  160	  1.6203	  0.2333	  1.9989	  0.0000	  0.0000
  161	  1.6270	  0.3000	  2.0005	  0.0000	  0.0000
  162	  1.6252	  0.2667	  2.0009	  0.0333	  0.0000
  163	  1.6217	  0.1667	  2.0000	  0.0333	  0.0000
  164	  1.6292	  0.2333	  1.9995	  0.0667	  0.0000
  165	  1.6256	  0.1000	  1.9988	  0.0667	  0.0000
  166	  1.6191	  0.2000	  1.9982	  0.0000	  0.0000
  167	  1.6223	  0.1333	  1.9994	  0.0333	  0.0000
  168	  1.6260	  0.1333	  1.9977	  0.1333	  0.0000
  169	  1.6211	  0.1667	  1.9971	  0.0000	  0.0000
  170	  1.6239	  0.2000	  1.9987	  0.0333	  0.0000
  171	  1.6250	  0.1000	  1.9984	  0.0333	  0.0000
  172	  1.6229	  0.0667	  1.9992	  0.0333	  0.0000
  173	  1.6211	  0.0667	  1.9986	  0.0000	  0.0000
  174	  1.6199	  0.1667	  1.9996	  0.0333	  0.0000
  175	  1.6229	  0.1000	  1.9998	  0.1000	  0.0000
  176	  1.6178	  0.2333	  1.9975	  0.0667	  0.0000
  177	  1.6160	  0.1333	  1.9988	  0.1333	  0.0000
  178	  1.6199	  0.2000	  1.9994	  0.0667	  0.0000
  179	  1.6138	  0.1000	  1.9983	  0.1333	  0.0333
  180	  1.6189	  0.2333	  1.9991	  0.0000	  0.0000
  181	  1.6172	  0.1333	  1.9984	  0.0667	  0.0000
  182	  1.6205	  0.2000	  1.9989	  0.1333	  0.0000
  183	  1.6213	  0.3000	  1.9981	  0.0333	  0.0000
  184	  1.6203	  0.2333	  1.9992	  0.0333	  0.0000
  185	  1.6195	  0.1667	  1.9986	  0.0667	  0.0000
  186	  1.6191	  0.1667	  1.9996	  0.0000	  0.0000
  187	  1.6225	  0.1000	  2.0002	  0.0000	  0.0000
  188	  1.6201	  0.2000	  1.9991	  0.0333	  0.0000
  189	  1.6276	  0.0667	  1.9993	  0.0000	  0.0000
  190	  1.6229	  0.1000	  1.9983	  0.0333	  0.0000
  191	  1.6254	  0.2000	  1.9994	  0.0667	  0.0000
  192	  1.6260	  0.1333	  1.9989	  0.0000	  0.0000
  193	  1.6211	  0.1000	  1.9986	  0.0333	  0.0000
  194	  1.6191	  0.1667	  1.9981	  0.0667	  0.0000
  195	  1.6229	  0.0667	  1.9985	  0.0667	  0.0000
  196	  1.6170	  0.0667	  1.9976	  0.0667	  0.0000
  197	  1.6150	  0.1333	  1.9980	  0.0333	  0.0000
  198	  1.6184	  0.2333	  1.9980	  0.0667	  0.0000
  199	  1.6195	  0.1333	  1.9980	  0.0333	  0.0000
  200	  1.6227	  0.1000	  1.9988	  0.0000	  0.0000
  201	  1.6246	  0.1000	  1.9997	  0.0333	  0.0000
  202	  1.6219	  0.1667	  1.9984	  0.0000	  0.0000
  203	  1.6195	  0.0667	  1.9989	  0.0000	  0.0000
  204	  1.6187	  0.1000	  1.9989	  0.1333	  0.0000
  205	  1.6166	  0.1000	  2.0003	  0.0000	  0.0000
  206	  1.6207	  0.0000	  1.9985	  0.0667	  0.0000
  207	  1.6266	  0.1333	  1.9988	  0.0000	  0.0000
  208	  1.6193	  0.1000	  1.9999	  0.0333	  0.0000
  209	  1.6252	  0.2000	  1.9975	  0.0333	  0.0000
  210	  1.6296	  0.2000	  1.9982	  0.0000	  0.0333
  211	  1.6213	  0.0667	  1.9980	  0.0667	  0.0000
